course_code,course_name,faculty,department,Academic_Level,programme,year,semester,is_jan_april_2026_offering
RELI 250,NEW RELIGIOUS MOVEMENTS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 2,2,1
ENGL 222,ASPECTS OF GRAMMATICAL ANALYSIS (SB),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 2,2,0
FREN 240,SOCIOCULTURAL ANALYSIS OF THE FRANCOPHONE WORLD,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 2,2,0
HIST 202,HISTORY AND THEORY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 2,2,0
ENGL 333,DISCOURSE ANALYSIS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
ENGL 363,TRANSLATION AND INTERPRETATION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
ENGL 371,SECOND LANGUAGE ACQUISITION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
ENGL 381,RESEARCH TECHNIQUES STREAMS: B.ED (ARTS),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
HIST 333,MILITARY HISTORY OF AFRICA I,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
HIST 347,ECONOMIC HISTORY OF AFRICA SINCE 1900 STREAMS:Y3S1,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
HIST 355,SURVEY OF EUROPEAN HISTORY UPTO 1914 STREAMS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
KISW 311,MAANDISHI YA KALE KATIKA KISWAHILI NA USHAIRI WA KISASA (CLASSICAL SWAHILI LITERATURE),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
KISW 313,MAIGIZO KATIKA KISWAHILI (THEATRE ARTS IN KISWAHILI),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
LITT 325,AMERICAN LITERATURE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
LITT 333,ENGLISH LITERATURE I (PROSE),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
LITT 351,CARIBBEAN LITERATURE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,1,1
ENGL 372,PSYCHOLINGUISTICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
HIST 344,MILITARY HISTORY OF AFRICA,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
HIST 346,AFRICA DIASPORA IN THE AMERICA UPTO TO 1915,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
KISW 310,CLASSICAL SWAHILI LITERATURE (MAANDISHI YA KALE KATIKA KISWAHILI),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
KISW 312,CHILDREN’S LITERATURE IN KISWAHILI,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
LITT 312,FOLKLORE STUDIES AND ORAL LITERATURE I (GENRES),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
LITT 326,FOLKLORE AND ORAL LITERATURE II (THEORY AND METHODS),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
PHIL 316,CONTEMPORARY PHILOSOPHY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
PHIL 360,READINGS IN ANCIENT GREEK PHILOSOPHY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
RELI 342,CHURCH HISTORY II,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
RELI 362,RELIGIONS AND CONTEMPORARY ETHICAL ISSUES,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
RELI 372,RELIGION AND SCIENCE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 3,2,1
ENGL 417,FUNCTIONAL GRAMMAR,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
ENGL 435,LANGUAGE PLANNING AN POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
HIST 449,THEMES IN AFRICAN ENVIRONMENTAL HISTORY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
HIST 455,HISTORY OF SOCIAL AND POLITICAL THOUGHT II,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
HIST 463,IMPERIAL AND COMMON WEALTH HISTORY 1,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
KISW 411,"SEMANTICS, PRAGMATICS AND DISCOURSE ANALYSIS",Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
KISW 413,TAMTHILIA YA KISWAHILI,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
LITT 425,/ 421: PROSE FROM WEST AND SOUTHERN AFRICA,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
LITT 437,COMMONWEALTH LITERATURE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
LITT 457,COMMON WEALTH LITERATURE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
PHIL 425,EXISTENCE AND PHENOMENOLOGY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,1
ENGL 411,ENGL 411/442: SEMANTICS AND PRAGMATICS,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,1,0
ENGL 414,LANGUAGE PLANNING AND POLICY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
ENGL 422,ADVANCED PHONETICS AND PHONOLOGY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
ENGL 442,ENGL 442/411: SEMANTICS AND PRAGMATICS STREAMS: B.ED (ARTS),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
KISW 412,TAMTHILIA YA KISWAHILI (KISWAHILI PLAY),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
KISW 414,DIALECTOLOGY,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
KISW 420,KISW 420/COMM 420: SEMINAR PAPER ONE,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
LITT 408,RESEARCH PROJECT I,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
LITT 432,LITT 432/435: EUROPEAN LITERATURE II (FROM THE RENAISSANCE TO THE AGE OF ENLIGHTNMENT),Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
PHIL 426,BRIEF HISTORY OF THE WILL,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
RELI 402,PHENOMENOLOGY OF RELIGION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
RELI 406,PSYCHOLOGY OF RELIGION,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
RELI 434,THEOLOGY OF THE NEW TESTAMENT,Faculty of Humanities and Social Sciences,Department of Social Sciences,Bachelor,Bachelor of Arts (General),Year 4,2,1
BLAW 111,LEGAL SYSTEMS AND LEGAL METHODS,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,1,0
BLAW 115,LEGAL RESEARCH AND WRITING,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,1,0
BLAW 121,CONSTITUTIONAL LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,1,1
BLAW 123,LEGAL AND LEGISLATIVE DRAFTING,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,1,1
BLAW 112,LEGAL COMMUNICATION SKILLS,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,2,0
BLAW 114,SOCIAL FOUNDATIONS OF LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,2,0
BLAW 122,– PROFESSIONAL ETHICS & PRACTICE,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,2,1
BLAW 124,CRIMINOLOGY AND PENOLOGY,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,2,1
BLAW 126,LAW OF TORTS,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 1,2,1
BLAW 213,ADMINISTRATIVE LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,0
BLAW 215,LAND LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,0
BLAW 221,CRIMINAL LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,1
BLAW 223,LAW OF BUSINESS ASSOCIATIONS II,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,1
BLAW 225,THE LAW OF PROPERTY,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,1
BLAWS 211,INTRODUCTION TO NATURAL RESOURCES MANAGEMENT AND ENVIRONMENTAL LAW STREAMS: BLAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,1,0
BLAW 214,COMMERCIAL LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,2,0
BLAW 216,LAW OF BUSINESS ASSOCIATIONS I,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,2,0
BLAW 224,AGRICULTURE LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 2,2,1
BLAW 311,CRIMINAL PROCEDURE,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,1,0
BLAW 313,ENVIRONMENTAL LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,1,0
BLAW 315,LABOUR LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,1,0
BLAW 314,– ALTERNATIVE DISPUTE RESOLUTION,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,2,0
BLAW 316,– COMPETITION LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,2,0
BLAW 318,BANKING LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 3,2,0
BLAW 411,JURISPRUDENCE,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 4,1,0
BLAW 424,PUBLIC PROCUREMENT LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 4,2,1
BLAW 426,CONSUMER PROTECTION LAW,School of Law,Department of Law,Bachelor,Bachelor of Laws (LLB),Year 4,2,1
BEEM 111,BEEM 111/FOST 466/BCOP 402: PRINCIPLES OF ENTREPRENEURSHIP,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BEEM 113,INTERNATIONAL DIMENSIONS OF ENTREPRENEURSHIP,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BEEM 121,INTRODUCTION TO BUSINESS MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,0
BPLM 101,BPLM 101/ECON 100: INTRODUCTION TO ECONOMICS,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,0
BPLM 111,INTRODUCTION TO PROCUREMENT AND LOGISTICS  MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BPLM 113,INTRODUCTION TO SUPPLY CHAIN MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BPLM 115,PUBLIC PROCUREMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BPLM 121,SUPPLIES AND MATERIALS MANAGEMENT I,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BPLM 171,PRINCIPLES OF ACCOUNTING STREAMS: BPLM Y1S2,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,1,1
BEEM 112,ENTERPRENEURSHIP DEVELOPMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,2,1
BPLM 102,BPLM 102/BCOM 170/BCOM 161: BUSINESS MATHEMATICS I,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,2,0
BPLM 112,SUPPLIES AND MATERIALS MANAGEMENT I,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,2,0
BPLM 114,INTRODUCTION TO SUPPLY CHAIN MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,2,1
BPLM 116,PUBLIC PROCUREMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 1,2,0
BEEM 215,ENTREPRENEURIAL BEHAVIOUR,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,0
BPLM 211,STORES MANAGEMENT AND STOCK CONTROL,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,0
BPLM 213,MANAGING SUPPLY CHAIN RELATIONSHIPS,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,0
BPLM 215,INVENTORY MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,1
BPLM 221,BCOM /BPLM 221: PRINCIPLES OF MARKETING,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,0
BPLM 223,CLEARING AND FORWARDING,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,1
BPLM 271,INTERMEDIATE ACCOUNTING I,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,1,0
BEEM 214,STRATEGIC ENTREPRENEURSHIP MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,2,0
BEEM 216,FUNDAMENTALS OF ENTREPRENEURSHIP,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,2,1
BPLM 212,TRANSPRORT MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,2,0
BPLM 214,RETAIL AND MERCHANDISE MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,2,1
BPLM 216,PURCHASING POLICY AND STRATEGY,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 2,2,1
BEEM 323,INTERNATIONAL MARKETING FOR SMALL BUSINESS,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,0
BEEM 325,MANAGEMENT OF ENTREPRENEURIAL VENTURES,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,1
BEEM 331,HIGH TECHNOLOGY VENTURES,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,0
BPLM 311,SYSTEMS PRODUCTION MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,0
BPLM 313,PROCUREMENT MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,1
BPLM 315,PROCUREMENT LAW,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,1
BPLM 321,/ BPSM 402: FINANCIAL MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,0
BPLM 325,PROCUREMENT RECORDS MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,1
BPLM 361,PROJECT MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,1,0
BEEM 322,TECHNOLOGY AND INNOVATION MANAGEMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,2,0
BEEM 324,SMALL BUSINESS FINANCING,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,2,0
BEEM 332,ENTREPRENEURSHIP AND ECONOMIC DEVELOPMENT,Faculty of Business Studies,Department of Business Administration,Bachelor,Bachelor of Commerce (B.Com.),Year 3,2,0
